person_age,annual_inc,home_ownership,employment_length,loan_intent,loan_grade,loan_amt,interest_rate,target_flag,income_ratio,employment_type,residence_type,credit_score,monthly_income,loan_status_final,repayment_flag,last_payment_status,random_score_1,random_score_2,duplicate_feature
23,,RENT,0.0,PERSONAL,E,,16.82,1,0.18,Self-employed,Rural,789.0,1260.0,0.9903737672239242,0.9495247675910801,0,24.56431890731119,452,23
32,90000.0,MORTGAGE,7.0,MEDICAL,B,3000.0,9.25,0,0.03,self_emp,RURAL,586.0,3720.0,0.006976144747158062,0.04798652064591335,100,50.974140314850594,140,32
33,40000.0,RENT,2.0,DEBTCONSOLIDATION,A,4000.0,7.88,0,0.1,employed,Rural,647.0,1500.0,0.011064063163911557,0.03199682569161273,100,46.06010310719119,686,33
25,110000.0,MORTGAGE,5.0,EDUCATION,A,,6.92,0,0.1,Self-employed,Urban,748.0,5580.0,-0.0023908070562130342,0.0028243122104446928,100,64.26132477143695,31,25
28,135000.0,MORTGAGE,0.0,MEDICAL,A,14400.0,5.42,0,0.11,employed,RURAL,607.0,5400.0,-0.019549184895631233,0.002365986902200267,100,5.617129512540242,913,28
26,62400.0,RENT,,PERSONAL,B,5500.0,9.76,0,0.09,Self-employed,URBAN,634.0,5100.0,-0.02168859845702551,0.038670360635430716,100,93.97112806630295,655,26
29,60000.0,RENT,2.0,PERSONAL,C,12000.0,14.22,0,0.2,Employed,URBAN,632.0,12780.0,-0.014527209025324075,0.033545890471896184,100,26.824821492321536,230,29
26,,MORTGAGE,3.0,DEBTCONSOLIDATION,B,12725.0,,0,0.27,Employed,RURAL,672.0,7680.0,-0.0088294652899857,-0.006671741810947131,100,77.6222371651978,685,26
22,35004.0,OWN,1.0,VENTURE,B,9000.0,10.0,0,0.26,self_emp,Rural,755.0,8160.0,-0.010077094777701873,0.010133914489044432,100,41.79342612335003,140,22
26,95000.0,RENT,10.0,EDUCATION,B,17000.0,11.49,0,0.18,Employed,URBAN,797.0,4620.0,-0.005450508044162853,0.03714880806105449,100,66.4432661897985,586,26
43,64000.0,MORTGAGE,6.0,MEDICAL,A,15000.0,7.88,0,0.23,Self-employed,Rural,564.0,8220.0,-0.010420678235311058,0.02707596084438182,100,74.3016070080128,262,43
49,95000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,A,,5.42,0,0.03,Employed,Urban,868.0,6120.0,-0.014059526635856728,-0.015331833702687384,100,29.49736492910301,150,49
33,81000.0,OWN,,PERSONAL,A,12000.0,6.17,0,0.15,Self-employed,URBAN,507.0,2160.0,0.01541835744840774,0.05828539205512232,100,78.73975953966011,830,33
22,42000.0,MORTGAGE,5.0,VENTURE,A,5000.0,,0,0.12,employed,Urban,592.0,6120.0,-0.0067814454639189585,0.043206890932292415,100,10.511133524177119,297,22
29,40000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,8000.0,8.59,0,0.2,Self-employed,Rural,884.0,1440.0,-0.022307676531473978,0.1055619509400275,100,98.67248477582207,991,29
30,155867.0,MORTGAGE,15.0,EDUCATION,C,,12.84,0,0.05,self_emp,RURAL,900.0,2160.0,-0.0036091837300925717,-0.07847847105436005,100,33.70249849613472,912,30
46,70000.0,RENT,,MEDICAL,A,10000.0,8.59,0,0.14,employed,Rural,762.0,6900.0,-0.011247310580275538,0.03509928196580779,100,22.380276527749654,968,46
50,65000.0,RENT,,VENTURE,B,3000.0,10.99,0,0.05,self_emp,URBAN,711.0,0.0,-0.008849676272928136,0.05760447751250482,100,13.865404569269302,743,50
24,89523.0,RENT,8.0,PERSONAL,B,3000.0,10.25,0,0.03,self_emp,URBAN,618.0,1500.0,0.007103424813524852,0.050258355579642845,100,81.21821253323726,174,24
34,36000.0,RENT,1.0,MEDICAL,C,,13.61,0,0.11,Employed,URBAN,541.0,1500.0,-0.011525966012178852,-0.06815782989076878,100,95.16702970454465,442,34
24,40000.0,RENT,6.0,MEDICAL,C,12000.0,13.49,0,0.3,self_emp,URBAN,891.0,12720.0,0.004462535099572446,0.07698273054170823,100,64.7678390465619,932,24
24,14400.0,RENT,3.0,DEBTCONSOLIDATION,A,1800.0,,0,0.13,self_emp,Rural,624.0,3480.0,-0.024535555716504256,0.10332743972422308,100,28.12350412368151,643,24
29,33000.0,MORTGAGE,5.0,VENTURE,B,4200.0,11.36,0,0.13,employed,Urban,795.0,22080.0,-0.01114989502397014,-0.06365571001126126,100,29.08406853803468,819,29
21,80000.0,RENT,3.0,VENTURE,A,15000.0,,0,0.19,self_emp,URBAN,569.0,1500.0,0.00047448530636205055,0.0409443980142604,100,2.8280089355379845,266,21
23,34000.0,OWN,7.0,VENTURE,A,10950.0,7.29,0,0.32,Self-employed,Urban,520.0,4140.0,-0.002442994052640153,-0.03768938274855227,100,25.202268912706295,558,23
23,120000.0,RENT,3.0,VENTURE,A,,,0,0.03,employed,RURAL,672.0,4140.0,-0.0032727515393919655,-0.03878664116769818,100,26.14342183043924,736,23
34,109200.0,MORTGAGE,18.0,EDUCATION,C,6000.0,12.23,0,0.05,employed,Rural,620.0,5280.0,-0.009827566928408341,0.008382636436218489,100,29.7521507598966,597,34
24,73000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,14400.0,,0,0.2,Self-employed,Urban,881.0,3060.0,0.00027110953138911875,0.05407365852651322,100,21.639102013151547,672,24
28,40000.0,MORTGAGE,,VENTURE,C,2400.0,13.49,0,0.06,employed,Urban,759.0,7320.0,0.0064212178886741775,-0.03532937996104133,100,63.676101704809106,620,28
26,60000.0,MORTGAGE,10.0,EDUCATION,A,7875.0,7.66,0,0.13,employed,RURAL,741.0,2820.0,6.251173583808996e-05,-0.05717634702510541,100,13.331505932272346,732,26
47,24000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,D,5100.0,,0,0.21,Self-employed,URBAN,612.0,9180.0,0.0004634869863798959,-0.01713219486636146,100,93.09108979514895,196,47
24,26000.0,RENT,3.0,MEDICAL,B,7850.0,9.96,0,0.3,Self-employed,Rural,893.0,10140.0,-0.0006210339980928747,0.017373932902421462,100,2.6110235486305977,222,24
40,53000.0,RENT,4.0,MEDICAL,A,4500.0,6.03,0,0.08,employed,URBAN,657.0,1740.0,-0.011204458590744322,-0.010281907115552099,100,90.81978890347997,874,40
23,60000.0,RENT,1.0,MEDICAL,B,3000.0,10.25,0,0.05,employed,URBAN,,2700.0,-0.015144894580342476,-0.18157694069622968,100,54.720025964718886,511,23
24,26400.0,RENT,4.0,MEDICAL,C,4000.0,13.72,0,0.15,Self-employed,Rural,617.0,1440.0,0.0038622537374498685,-0.09135899122430886,100,71.00453452462074,445,24
47,45000.0,OWN,10.0,MEDICAL,A,11200.0,6.62,0,0.25,Employed,Urban,647.0,11520.0,0.001878424072711665,-0.012023655231518979,100,29.834273088840014,209,47
31,36000.0,RENT,,DEBTCONSOLIDATION,A,6000.0,8.9,0,0.17,Self-employed,URBAN,664.0,5520.0,0.009382808984597072,0.04276004264597798,100,17.37987849044762,832,31
25,96000.0,RENT,9.0,HOMEIMPROVEMENT,A,,5.99,0,0.07,employed,Rural,601.0,8100.0,-0.008085121927496709,0.03665355724825328,100,44.1003817746717,960,25
22,52000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,3000.0,7.05,0,0.06,employed,URBAN,626.0,3300.0,0.011325913089218717,-0.07480518312377737,100,48.05129013562709,732,22
28,45000.0,RENT,4.0,DEBTCONSOLIDATION,C,9000.0,14.65,0,0.2,Self-employed,Urban,809.0,3600.0,0.0076502719515451735,0.012778426064637069,100,98.56784043163309,551,28
23,50000.0,RENT,3.0,MEDICAL,B,,11.49,0,0.11,employed,Urban,851.0,4140.0,0.006908415698573351,0.01314260213367078,100,33.60687989823595,842,23
36,35000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,A,,,0,0.21,Employed,URBAN,832.0,9060.0,0.022493267919788083,0.023436947417332987,100,10.019160200050226,513,36
25,34600.0,RENT,0.0,EDUCATION,A,8950.0,6.17,0,0.26,self_emp,Rural,870.0,6540.0,0.020439587625081877,-0.05041407375472833,100,58.69142228630496,691,25
26,150000.0,MORTGAGE,,DEBTCONSOLIDATION,A,,9.63,0,0.04,Employed,RURAL,652.0,3120.0,0.006899137665548859,-0.07738165288997491,100,55.48075810196069,607,26
25,39996.0,MORTGAGE,7.0,VENTURE,B,3200.0,,0,0.08,Self-employed,Urban,793.0,3480.0,0.0056519720583752976,0.03630259623584059,100,77.31043679123187,250,25
31,42000.0,RENT,6.0,EDUCATION,D,1200.0,16.29,0,0.03,employed,Rural,729.0,7260.0,0.010816551817696805,-0.07630793558741049,100,95.50780955043773,736,31
28,100000.0,OWN,7.0,HOMEIMPROVEMENT,C,20000.0,,0,0.2,Self-employed,URBAN,652.0,5280.0,-0.005839537696703713,-0.038545484724529865,100,30.767437672293507,822,28
24,98000.0,OWN,8.0,VENTURE,A,12000.0,7.49,0,0.12,self_emp,Urban,,10980.0,-0.005698292575910502,0.06958413125799856,100,72.1796447520539,404,24
22,72000.0,RENT,4.0,PERSONAL,A,6200.0,5.99,0,0.09,employed,Urban,510.0,4320.0,-0.008564760891275723,0.018437699590824027,100,78.37727896100272,293,22
33,140000.0,RENT,,DEBTCONSOLIDATION,C,18000.0,,0,0.13,self_emp,Rural,603.0,6720.0,0.005927694855232551,0.031236786961833782,100,16.42769626212409,121,33
29,48000.0,OWN,1.0,PERSONAL,B,1850.0,10.74,0,0.04,self_emp,Urban,843.0,4860.0,0.0015683216653618998,0.029455982910566877,100,50.0856417164145,698,29
24,99000.0,MORTGAGE,8.0,EDUCATION,B,12250.0,9.88,0,0.12,employed,Urban,,1500.0,-0.008561901045921187,-0.0010641582568138275,100,7.718692786921366,217,24
26,51996.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,18000.0,8.49,0,0.35,employed,URBAN,825.0,1500.0,0.00025866510288299313,-0.045071085524850146,100,56.11745292023493,998,26
21,35324.0,RENT,4.0,MEDICAL,B,6000.0,,0,0.17,Self-employed,Rural,727.0,6480.0,0.000823704506538375,-0.014631735634772693,100,96.0045069716461,566,21
32,41600.0,MORTGAGE,2.0,VENTURE,B,13200.0,,0,0.32,Employed,URBAN,829.0,3120.0,0.0008654764761797735,0.016552325548536435,100,55.43303316016042,975,32
34,54000.0,MORTGAGE,5.0,VENTURE,A,10000.0,7.29,0,0.19,Self-employed,URBAN,841.0,7200.0,0.004591885228916088,-0.026647522911863702,100,97.23307236853582,87,34
25,95000.0,RENT,3.0,HOMEIMPROVEMENT,C,8000.0,,0,0.08,employed,URBAN,632.0,11220.0,-0.010490703595907331,-0.036948875480598005,100,4.668152898027278,909,25
22,54000.0,MORTGAGE,4.0,EDUCATION,D,5000.0,15.62,0,0.09,Employed,Urban,789.0,5820.0,-0.007990710568338881,0.020621492281382405,100,70.83388155935583,258,22
39,,OWN,0.0,VENTURE,A,8000.0,,0,0.11,Employed,URBAN,774.0,3840.0,-0.006711491080756229,0.044792695076036226,100,10.431037378526554,552,39
31,52800.0,MORTGAGE,,EDUCATION,B,9250.0,10.36,0,0.18,Self-employed,Rural,605.0,9000.0,0.004697626896341082,-0.01070712944581953,100,78.02346294801988,507,31
22,65000.0,MORTGAGE,6.0,EDUCATION,A,12800.0,5.99,0,0.2,self_emp,Urban,620.0,1500.0,0.0016023282755627708,-0.0046941965720539635,100,87.68458325453162,440,22
30,31200.0,RENT,5.0,MEDICAL,B,6000.0,9.91,0,0.19,Employed,Rural,855.0,6120.0,-0.0013435957724395307,0.047845257351796386,100,31.54678685644212,325,30
32,48000.0,RENT,3.0,DEBTCONSOLIDATION,C,9000.0,13.99,0,0.19,Self-employed,Urban,,7200.0,0.006907699895852868,-0.006867473593348373,100,87.81300140506193,22,32
25,35000.0,RENT,9.0,VENTURE,B,1000.0,,0,0.03,self_emp,Rural,741.0,8400.0,0.003788620827423358,-0.10386041348738922,100,48.263674155613366,59,25
25,28500.0,RENT,0.0,DEBTCONSOLIDATION,B,7000.0,10.0,0,0.25,employed,RURAL,,0.0,-0.002899767799828719,0.07519416726044581,100,57.157608118612536,823,25
35,,RENT,12.0,HOMEIMPROVEMENT,B,,11.14,0,0.29,employed,Rural,512.0,2640.0,-0.01035230842819812,-0.0487737739951348,100,41.09828710862882,271,35
22,75000.0,MORTGAGE,6.0,EDUCATION,A,11000.0,5.42,0,0.15,Self-employed,URBAN,730.0,14760.0,-0.008197088012267529,0.010773837970971499,100,47.65421274622126,121,22
24,55800.0,MORTGAGE,0.0,VENTURE,A,3200.0,7.68,0,0.06,Self-employed,Urban,566.0,6780.0,-0.014668094653928918,-0.06588891566670833,100,90.82708970170566,717,24
33,34000.0,RENT,,DEBTCONSOLIDATION,C,10000.0,14.22,0,0.29,Self-employed,Urban,620.0,9060.0,-0.004953229819838707,0.008708554714458241,100,51.43614727662008,665,33
29,71000.0,RENT,1.0,DEBTCONSOLIDATION,C,12000.0,13.16,0,0.17,employed,RURAL,749.0,6420.0,0.010439951913306855,0.09914173174572885,100,32.562114390239735,849,29
39,11820.0,RENT,0.0,MEDICAL,B,1500.0,11.11,0,0.13,Employed,RURAL,661.0,10020.0,0.009287905983168195,0.0012266072798108212,100,51.32371789178942,996,39
40,52000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,,11.86,0,0.29,Employed,Rural,701.0,10740.0,0.012655034894002992,-0.0004427204394546315,100,57.65332640354385,34,40
23,96000.0,MORTGAGE,4.0,PERSONAL,A,9000.0,6.62,0,0.09,Self-employed,Rural,522.0,11940.0,-0.020123485093208607,0.04986340448288462,100,68.52832338430007,489,23
29,94000.0,MORTGAGE,,MEDICAL,B,,10.99,0,0.05,Employed,RURAL,697.0,6180.0,0.018772205497665128,-0.10503250097298944,100,64.99600454817133,610,29
24,51500.0,RENT,8.0,EDUCATION,A,15000.0,8.49,0,0.29,Employed,Rural,,5220.0,0.00692499714304585,-0.03523727504708444,100,44.251249298829386,177,24
24,134000.0,RENT,8.0,PERSONAL,D,25000.0,16.07,0,0.19,Employed,Rural,813.0,4380.0,-0.008913596807520631,-0.026494274951722616,100,31.95224107913407,550,24
27,32890.0,RENT,5.0,EDUCATION,B,10000.0,10.95,0,0.3,self_emp,RURAL,729.0,5820.0,0.006093508955780412,0.029358248643225227,100,27.01548882638084,699,27
30,43500.0,MORTGAGE,5.0,EDUCATION,C,11250.0,13.61,0,0.26,Employed,Rural,865.0,3600.0,0.006320793835314138,-0.003702574103871545,100,60.36285900656577,502,30
45,87000.0,RENT,8.0,DEBTCONSOLIDATION,C,8000.0,13.11,0,0.09,Employed,RURAL,,3180.0,0.006683933705907869,-0.0024648189071711357,100,44.070703324862,486,45
30,53000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12500.0,6.03,0,0.24,self_emp,Urban,755.0,3000.0,-0.007284967343664604,0.1220255831035128,100,21.711274654955314,574,30
22,50000.0,RENT,4.0,MEDICAL,A,12500.0,7.29,0,0.25,Self-employed,Rural,734.0,3480.0,0.0019520524435250645,-0.11126036344788198,100,27.94680768472565,578,22
25,21221.0,MORTGAGE,4.0,VENTURE,B,8500.0,9.63,0,0.4,Employed,RURAL,647.0,5100.0,0.007698539577714733,0.038505619944203186,100,91.09127196543328,866,25
25,75000.0,OWN,6.0,MEDICAL,A,11000.0,8.49,0,0.15,employed,RURAL,863.0,2520.0,3.1848495048585754e-05,0.027973261003645417,100,52.19542754458351,102,25
25,60000.0,MORTGAGE,9.0,PERSONAL,A,1800.0,8.49,0,0.03,Employed,RURAL,831.0,3900.0,0.014814842468851673,0.057967245582214305,100,65.26558384621578,745,25
24,,MORTGAGE,8.0,EDUCATION,C,10000.0,,0,0.16,self_emp,Urban,507.0,6780.0,0.00033137462190111383,0.0299199114098386,100,93.47337737018539,510,24
22,,RENT,2.0,PERSONAL,B,4000.0,9.45,0,0.2,self_emp,RURAL,555.0,1620.0,0.006705599911926691,0.04450022767171938,100,93.68937571976791,612,22
25,69000.0,MORTGAGE,9.0,VENTURE,A,25000.0,6.99,0,0.36,Employed,Rural,635.0,1500.0,0.012192301375920388,0.004965297787340887,100,53.96372099186767,874,25
21,40000.0,RENT,,MEDICAL,A,4200.0,7.51,0,0.1,Employed,Rural,640.0,1320.0,-0.01349255259804545,0.05230821572397715,100,85.62142092532524,820,21
30,31200.0,RENT,7.0,MEDICAL,D,,16.49,0,0.08,employed,URBAN,786.0,6180.0,-0.0031326143774403825,-0.006093313133543584,100,27.29358792121277,738,30
22,100000.0,MORTGAGE,0.0,PERSONAL,C,15000.0,13.85,0,0.15,Self-employed,Urban,747.0,3900.0,-0.0026146856254093192,0.05168267397458311,100,65.34217837378402,324,22
25,42000.0,RENT,,EDUCATION,A,3150.0,5.79,0,0.07,Employed,URBAN,,4140.0,-0.0012178294301056877,0.007937493389815333,100,14.076140254590042,843,25
30,41604.0,MORTGAGE,7.0,VENTURE,B,15000.0,10.0,0,0.36,Self-employed,RURAL,511.0,8580.0,0.006183519298079181,0.09790451151223517,100,79.25225513932529,938,30
29,,RENT,8.0,VENTURE,A,11000.0,7.29,0,0.25,Self-employed,Rural,773.0,4140.0,0.009769289028134743,0.05227716791926748,100,25.043629116419886,141,29
22,,RENT,,EDUCATION,A,3950.0,6.92,0,0.09,Employed,Urban,786.0,4260.0,0.011643474950402563,0.01300396759075289,100,28.112129639097184,932,22
27,51000.0,OWN,11.0,VENTURE,A,18000.0,7.49,0,0.35,Self-employed,URBAN,591.0,4920.0,-0.011939711830259199,0.04300844515010275,100,74.63880954500151,886,27
40,41760.0,MORTGAGE,0.0,MEDICAL,A,18000.0,5.79,0,0.43,self_emp,Rural,759.0,4500.0,-0.007660884247427251,0.09600447102132298,100,92.42159516096689,453,40
23,42000.0,RENT,0.0,EDUCATION,A,8500.0,6.92,0,0.2,self_emp,Urban,617.0,1500.0,0.011624869505796394,0.031042829481644302,100,90.7510014160477,871,23
33,37200.0,MORTGAGE,3.0,EDUCATION,A,,6.92,0,0.08,self_emp,Rural,657.0,9000.0,0.00010943114783474185,0.014473006007063312,100,10.125422101072502,75,33
27,38000.0,RENT,,VENTURE,A,7000.0,7.66,0,0.18,employed,Rural,798.0,0.0,-0.012624506050086649,0.0631907168235986,100,26.243690330867786,283,27
24,53295.0,RENT,3.0,MEDICAL,D,19600.0,16.07,1,0.31,Self-employed,Rural,837.0,0.0,0.9867746206838279,0.9390272870594277,0,67.21819659232786,259,24
23,75000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,4200.0,7.49,0,0.06,self_emp,Rural,629.0,1980.0,0.0038499918923951904,0.012648496703087965,100,63.90318780852128,291,23
27,56000.0,RENT,3.0,MEDICAL,A,12000.0,,0,0.21,Self-employed,URBAN,569.0,1500.0,-0.00437066486693615,0.03549344938989146,100,27.30844756913712,677,27
29,32000.0,RENT,,PERSONAL,D,9000.0,16.77,0,0.28,Self-employed,Rural,709.0,3060.0,0.012239202016169175,-0.03141625481061032,100,52.71746220517311,910,29
22,40000.0,RENT,2.0,DEBTCONSOLIDATION,B,7000.0,11.99,0,0.17,Self-employed,Urban,694.0,6300.0,0.025518400945723555,0.06323002114158625,100,38.748657044918446,797,22
28,85000.0,RENT,,EDUCATION,A,14400.0,9.07,0,0.17,employed,Urban,894.0,4860.0,-0.00392612732084424,-0.0013474528215429073,100,97.9735099427626,756,28
33,66000.0,RENT,5.0,HOMEIMPROVEMENT,C,4800.0,13.57,0,0.07,Employed,Urban,731.0,5880.0,0.004799328107989457,-0.006226819391521913,100,48.66922737745971,869,33
27,36600.0,MORTGAGE,6.0,VENTURE,A,5000.0,5.42,0,0.14,Self-employed,Rural,744.0,6840.0,0.003984108241501123,-0.005026105558189034,100,97.60933927893963,895,27
25,80004.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,3600.0,7.49,0,0.04,Self-employed,URBAN,817.0,14400.0,0.0013869542625992545,-0.06457021499806644,100,25.50209167103672,574,25
22,59000.0,RENT,2.0,EDUCATION,B,11000.0,10.74,0,0.19,employed,RURAL,773.0,12540.0,0.004788211889798271,0.027308290014566906,100,71.70581251923093,398,22
23,87000.0,MORTGAGE,7.0,EDUCATION,A,8000.0,5.99,0,0.09,employed,RURAL,712.0,4740.0,0.01316545772622688,0.05108345119985428,100,69.36074637590649,816,23
29,72396.0,MORTGAGE,,PERSONAL,B,9000.0,10.59,0,0.12,Self-employed,Rural,648.0,3960.0,0.002016662474867759,-0.013416922706406188,100,68.23590981205425,500,29
25,,RENT,3.0,PERSONAL,B,12000.0,,0,0.1,self_emp,URBAN,669.0,1680.0,-0.003848004198303633,0.01223633670756303,100,66.0707757278617,806,25
39,84998.0,RENT,5.0,PERSONAL,B,4500.0,10.99,0,0.05,self_emp,RURAL,814.0,7620.0,0.024432025238474014,-0.1117007198270041,100,98.50515720764218,695,39
26,36000.0,MORTGAGE,10.0,VENTURE,A,9000.0,5.42,0,0.25,self_emp,RURAL,846.0,5940.0,-0.001162133771555999,0.01124935303286913,100,22.80977760778645,504,26
38,,MORTGAGE,2.0,MEDICAL,B,8000.0,10.95,0,0.06,Employed,URBAN,,6900.0,0.002549438414237493,-0.05215734411287797,100,3.0113684859411904,5,38
23,,RENT,4.0,MEDICAL,C,1500.0,,0,0.01,Self-employed,RURAL,583.0,1860.0,0.0017544034458033667,-0.017572918248545892,100,67.79708644339175,402,23
24,14400.0,RENT,0.0,MEDICAL,A,1200.0,7.29,0,0.08,self_emp,URBAN,725.0,12180.0,-0.0012989461095120813,-0.0783732771258539,100,17.23377699855596,850,24
25,50000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,2600.0,6.03,0,0.05,self_emp,Rural,,7440.0,0.0044866470504401545,-0.04409407815810463,100,67.93839301609718,655,25
23,,RENT,,DEBTCONSOLIDATION,A,5000.0,,0,0.11,self_emp,Rural,870.0,3240.0,-0.00844999909091625,-0.008177915738723235,100,31.96854108297005,435,23
32,40100.0,RENT,3.0,EDUCATION,C,7175.0,12.99,0,0.18,Self-employed,Rural,787.0,8940.0,0.005965433865230575,-0.013587621169391374,100,4.335171740648791,68,32
30,372000.0,OWN,0.0,HOMEIMPROVEMENT,B,2400.0,10.99,0,0.01,self_emp,Urban,,4380.0,-0.0175835402839243,0.0442265175243828,100,76.97679922240805,742,30
24,64800.0,MORTGAGE,5.0,VENTURE,A,11000.0,,0,0.17,Self-employed,RURAL,818.0,3360.0,0.018257245471685155,-0.002568464775044997,100,22.413831563502296,885,24
23,28872.0,OWN,7.0,VENTURE,B,2000.0,10.37,0,0.07,Employed,Urban,,7620.0,-0.012561800267217864,-0.0049541311716826235,100,33.64086337951772,489,23
36,60000.0,MORTGAGE,2.0,VENTURE,C,8000.0,13.92,0,0.13,employed,Urban,873.0,9780.0,-0.019599588520368607,-0.022890353185908943,100,13.274945058100041,265,36
21,30000.0,RENT,1.0,MEDICAL,B,10000.0,11.14,1,0.33,self_emp,Urban,721.0,6540.0,0.9876858383093381,0.9043397056484441,0,91.3569160893126,763,21
25,154000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,B,12000.0,10.99,0,0.08,employed,Rural,554.0,11940.0,0.017400572691967344,0.0551088541089898,100,62.18364909168051,380,25
22,275000.0,OWN,6.0,VENTURE,B,12000.0,11.58,0,0.04,Employed,Urban,621.0,8400.0,-0.01791861740272715,0.10238567829831596,100,87.5395946806438,403,22
22,48526.0,MORTGAGE,0.0,EDUCATION,B,13500.0,11.14,0,0.28,Employed,Rural,588.0,13620.0,-0.009558141825915509,-0.0857030595481141,100,68.20520629575765,409,22
22,20000.0,OWN,3.0,EDUCATION,A,,5.79,0,0.38,self_emp,Rural,591.0,3360.0,-0.014581924843169869,-0.04620924943581551,100,99.19454060036618,689,22
34,55000.0,RENT,3.0,DEBTCONSOLIDATION,C,12000.0,13.16,0,0.22,Self-employed,Urban,509.0,6960.0,-0.002741291970900085,-0.050218026883235733,100,52.51527988606593,212,34
22,45000.0,OWN,6.0,EDUCATION,A,4750.0,6.39,0,0.11,employed,Urban,513.0,9540.0,0.018561337994051366,0.02638352361373795,100,58.84326619687137,904,22
38,43000.0,OWN,5.0,VENTURE,A,10000.0,7.51,0,0.23,employed,Rural,,6720.0,-0.011990753176375482,-0.007692628646891381,100,34.77285390576434,457,38
37,36000.0,MORTGAGE,7.0,EDUCATION,A,9000.0,7.49,0,0.25,employed,RURAL,558.0,4500.0,-0.0010218777971711089,0.0008181280811811967,100,11.289280096528353,277,37
29,74872.0,RENT,4.0,PERSONAL,A,15000.0,7.88,0,0.2,Employed,RURAL,586.0,6660.0,0.003386012463207343,-0.015950632699197404,100,23.813974191864883,98,29
24,57996.0,RENT,2.0,DEBTCONSOLIDATION,B,1500.0,,0,0.03,self_emp,Rural,506.0,5820.0,-0.00980209262072144,0.036932341498163,100,47.45707303675116,936,24
26,88800.0,MORTGAGE,10.0,MEDICAL,B,10000.0,11.36,0,0.11,employed,Urban,732.0,2100.0,-0.003998104945533078,0.029564895765693884,100,93.45812588033608,246,26
23,51000.0,RENT,3.0,DEBTCONSOLIDATION,A,14400.0,7.51,0,0.28,self_emp,URBAN,,1500.0,0.0037430906618985604,-0.10982706443143803,100,9.067924830675588,59,23
22,,MORTGAGE,3.0,EDUCATION,A,10000.0,,0,0.13,employed,Urban,515.0,6600.0,-0.0010799925152565303,0.0006570378628098,100,35.7807450167401,361,22
26,45000.0,RENT,,MEDICAL,B,4000.0,12.21,0,0.09,employed,URBAN,898.0,4020.0,-0.02050531225566304,-0.009326785017882708,100,50.60492113911283,205,26
22,32400.0,MORTGAGE,0.0,PERSONAL,A,5000.0,7.49,0,0.15,Employed,RURAL,786.0,7560.0,0.020704583153540717,0.011955327314476023,100,68.78020232766745,682,22
24,62000.0,MORTGAGE,1.0,MEDICAL,A,20000.0,,0,0.32,Employed,RURAL,601.0,11700.0,-0.001767541819348135,0.027836927146619696,100,51.502809131727076,888,24
22,100000.0,RENT,3.0,DEBTCONSOLIDATION,A,1200.0,,0,0.01,Employed,Rural,813.0,1800.0,0.015060127211756882,0.04696991894690469,100,65.60805738320899,187,22
35,67500.0,RENT,5.0,HOMEIMPROVEMENT,B,3500.0,10.62,0,0.05,employed,RURAL,854.0,4980.0,-0.0016879541158999738,-0.08134956887500912,100,33.932710168259426,158,35
37,60000.0,RENT,11.0,MEDICAL,A,10000.0,,0,0.17,Self-employed,URBAN,805.0,5940.0,-0.002186806152205147,-0.06480945100440265,100,16.26984983208173,687,37
29,100000.0,MORTGAGE,0.0,EDUCATION,C,12025.0,,0,0.12,Self-employed,RURAL,661.0,1740.0,-0.01674548889245305,-0.008619614736412148,100,37.240875374918126,212,29
34,39000.0,RENT,0.0,DEBTCONSOLIDATION,B,7500.0,9.45,1,0.19,Self-employed,Urban,806.0,9780.0,0.9970887412130677,1.0014356843315515,0,26.03308639257339,135,34
29,30000.0,RENT,0.0,DEBTCONSOLIDATION,B,2000.0,10.75,0,0.07,Employed,RURAL,806.0,8340.0,0.017149418875492452,0.012091039709382419,100,12.474220775435185,310,29
25,,RENT,1.0,PERSONAL,C,7000.0,12.73,0,0.11,Employed,URBAN,616.0,18660.0,-0.0016868866077056034,0.0346433856928015,100,2.3225204265160504,748,25
23,,RENT,0.0,MEDICAL,A,6000.0,9.63,0,0.21,employed,Urban,633.0,7620.0,-0.010400345278722052,-0.03736186898678006,100,19.33522714412512,20,23
24,87000.0,RENT,0.0,VENTURE,B,12000.0,8.88,0,0.14,Employed,Rural,814.0,2820.0,0.004966856193044801,0.016989692101343854,100,24.74261968264203,272,24
35,90000.0,RENT,3.0,PERSONAL,B,11000.0,11.99,0,0.12,Self-employed,Urban,549.0,1500.0,-0.0066719879849411225,0.017131594827072744,100,48.543630674863,514,35
